	tp00	tp01	tp02	tp03	tp04	tp05	tp06	tp07	tp08	tp09	tp10	tp11	tp12	tp13	tp14	tp15	tp16	tp17	tp18	tp19	tp20	tp21	tp22	tp23	tp24	tp25	tp26	tp27	tp28	tp29
Comédie	0.015520924900915094	0.012240304152416498	0.0036941166519009376	0.06393537957866288	0.017173170568747894	0.00925260736025386	0.025553546849673942	0.05804255793336696	0.025380862183653735	0.010031009469216064	0.017796450311033996	0.01671994253854087	0.031932407891105304	0.07471303168701864	0.004127896293841568	0.00472021271923635	0.020758849301738345	0.02486864152046636	0.09500068061220722	0.028137114660128994	0.012278934937920457	0.007090429909240513	0.13612310250916557	0.025008099919390275	0.16820477990690436	0.014201764226481565	0.035827995653150875	0.01106897959452036	0.020421799534142172	0.010174406624958086
Tragédie	0.009084076441692318	0.029688686300955447	0.010715271134733022	0.002805713693504093	0.006962482968365729	0.0009386397633864798	0.017550399456710806	0.0918822777364134	0.0013572387155422415	0.0009118184331914489	0.038101834122161705	0.06092460425260863	0.05061007350021392	0.06771893031325567	0.01843448069178729	0.012075569762632913	0.017675810155497712	0.06366198872493313	0.09603565568464771	0.0022107149649714794	0.002046415293125068	0.022302644143180013	0.15821959385114917	0.025417675021633203	0.06759771957500998	0.002056382663282658	0.07061494263273599	0.010086711627225116	0.018535304772953006	0.02377634360250099
