	tp00	tp01	tp02	tp03	tp04	tp05	tp06	tp07	tp08	tp09	tp10	tp11	tp12	tp13	tp14	tp15	tp16	tp17	tp18	tp19	tp20	tp21	tp22	tp23	tp24	tp25	tp26	tp27	tp28	tp29
CorneilleP	0.008923910173493154	0.031243536728824035	0.012503561041834775	0.020267165643780578	0.011429407779079791	0.0011005625729179978	0.018754208471785886	0.0795625727784419	0.004519472206310199	0.0014598048907980348	0.020706121779775166	0.055100374069655365	0.05391370790027167	0.08196714646433861	0.02101925957497212	0.013652364518820832	0.022542037799144533	0.04671871557317374	0.10226507334413379	0.005736784858466043	0.004755634480028488	0.025211906516158032	0.10551915874157758	0.03185108833353305	0.07767409890784949	0.0029897134247695474	0.08270493315005092	0.012586664821390543	0.017477927152890642	0.02584308630173392
CorneilleT	0.01402945382750739	0.014895444618385736	0.003322806838426832	0.026264273770558528	0.008961064170578546	0.006869495565507849	0.02196182065357858	0.08218222263963394	0.015158215931436845	0.006958430319682948	0.0446688926059952	0.035537009242713136	0.032744669217086436	0.055232765039111086	0.004682843390981861	0.004698541614589608	0.013923431044875844	0.05603429890369671	0.0875582345831217	0.01696439468206413	0.006237737799719014	0.007481302866293354	0.20718506910250628	0.017148856518541835	0.1293152511468114	0.009857556707323823	0.029988777587489683	0.007715316086324356	0.02123594901580702	0.01118587450964986
