	tp00	tp01	tp02	tp03	tp04	tp05	tp06	tp07	tp08	tp09	tp10	tp11	tp12	tp13	tp14	tp15	tp16	tp17	tp18	tp19	tp20	tp21	tp22	tp23	tp24	tp25	tp26	tp27	tp28	tp29	tp30	tp31	tp32	tp33	tp34	tp35	tp36	tp37	tp38	tp39	tp40	tp41	tp42	tp43	tp44	tp45	tp46	tp47	tp48	tp49	tp50	tp51	tp52	tp53	tp54	tp55	tp56	tp57	tp58	tp59	tp60	tp61	tp62	tp63	tp64	tp65	tp66	tp67	tp68	tp69	tp70	tp71	tp72	tp73	tp74	tp75	tp76	tp77	tp78	tp79
Comédie	0.008681145494137708	0.019484088600744603	0.014892778662450536	0.016151572650314878	0.0035911586558193516	0.011971574993446171	0.016894317472200004	0.01134104150124243	0.011744328385501447	0.011845057428770721	0.006240367564356718	0.015010059760241548	0.025796627392313976	0.013669606056238872	0.007990516033159673	0.012378436270840723	0.0039048150919466056	0.02043818222182697	0.017223589365705255	0.014434299433825837	0.015346294439590055	0.007261694320917353	0.014203848316901517	0.013938732777836107	0.00607076253759703	0.011212824060273961	0.0177220221469181	0.009268529719655763	0.010584099406968214	0.016087899352175916	0.015841321845726137	0.015531106887631317	0.016083752174366955	0.017475853300112414	0.01309522401705687	0.005733304955372112	0.008418555940234527	0.011293487854601568	0.0031297672057967138	0.014102232811082605	0.014084887875051199	0.010672630559876854	0.009357681960057245	0.00987618115027307	0.01051989866709552	0.012784013199369294	0.00706971732832661	0.010890072527661882	0.01834034811003973	0.009661501358091722	0.015113016424427243	0.007509252864155696	0.01771454482402128	0.008454941020409416	0.003528712325888557	0.012182895157290331	0.011756253782042009	0.0038124738544717896	0.010668543074753236	0.009775956531656603	0.010486151507955175	0.009917639404037693	0.014278443213234595	0.019271023540193704	0.013543736131770052	0.0144497033166735	0.023922449298006188	0.01816538983864474	0.011993304348359617	0.009262683252672061	0.009118200054848064	0.02020062126674875	0.016015386016598254	0.005954183787136907	0.010799799769787321	0.009070806371199436	0.01823444585360535	0.025744093048923004	0.009265885097888699	0.01044765518085846
Tragédie	0.00911171096904219	0.006876532410673632	0.014235044468139675	0.009032159877178187	0.0072453363248389255	0.019375167615052223	0.013654566832212426	0.0072213041064523266	0.0024931668210519974	0.008728017662352346	0.00833434201112343	0.021050739713485228	0.013015066228106116	0.01335734725458523	0.00819996026547882	0.016909950037998046	0.005344514701238014	0.021645492552867678	0.0113335325811496	0.010683101783788207	0.019705897888503326	0.01824494796248615	0.009752935403820715	0.015144072709782744	0.011879749697440222	0.009868045076905998	0.01513080433644187	0.016320572601172468	0.013926199209552171	0.021847301649873762	0.011865873807399665	0.0015787464095007218	0.018294281442429512	0.021550271162664322	0.016914402519039685	0.011114477674382239	0.009983338122683755	0.012868088127722624	0.011412647450248736	0.01024905520222439	0.008681644522882942	0.009165445606304003	0.019623630183782974	0.016122555878125496	0.01518182516182022	0.019938470992889198	0.012330295499835036	0.01748656390006285	0.014595614131915713	0.0033221064362140623	0.01720653568845373	0.017103708167358785	0.016111366735134382	0.012587554714052474	0.007466714605763348	0.011810579178264259	0.007978722800282416	0.010866892633473022	0.008993082723214698	0.020838771562590994	0.01412422320562137	0.01086378937071297	0.015261879107855614	0.01064524901486677	0.013754364621581824	0.006779251923477664	0.022351015872942064	0.0025813510660721533	0.013442641736963705	0.007248418892170039	0.00931750090136464	0.014793108140392086	0.008035815906142255	0.008749536475089801	0.02169496892438809	0.008417336648468849	0.002424038327672621	0.003072052827195874	0.015303520138837711	0.01822909310467409
