verse12_tc0037.txt,verse,8.76398285788,40.0750708215,1412
prose_tc0034.txt,prose,63.1991004035,68.9823717949,624
mixed_tc0008.txt,mixed?,57.3990430418,60.6504065041,123
prose_tc0044.txt,prose,72.7275226663,83.5092518101,1243
prose_tc0007.txt,prose,61.6572488015,69.3103448276,435
versep_tc0035.txt,mixed?,13.8167518713,42.4181568088,2181
prose_tc0043.txt,prose,65.4229874318,64.5497771174,673
verse8_tc0038.txt,verse,6.30546451017,28.7861271676,865
verse12_tc0118.txt,verse,8.05768887342,44.0538542767,1894
verse12_tc0126.txt,verse,7.17907184583,44.4190231362,1945
